Training_Hours_per_Week,Average_Heart_Rate,BMI,Sleep_Hours_per_Night,Daily_Caloric_Intake,Hydration_Level,Previous_Competition_Performance,Resting_Heart_Rate,Body_Fat_Percentage,VO2_Max,Event_Distance,Mental_Focus_Level,Performance_Metric,Injury_History_Minor,Injury_History_Major,Sport_Type_Swimming,Sport_Type_Cycling,Sport_Type_Soccer,Sport_Type_Basketball,Sport_Type_Tennis,Training_Intensity_Medium,Training_Intensity_High,Altitude_Training_Medium,Altitude_Training_High
0.5907402114889968,0.6777851901267511,0.015000000000000124,0.5166666666666665,0.22645964224258663,0.6459999999999999,0.1740392313851081,0.6916666666666668,0.38799999999999996,0.936,0.13711252259063544,0.3444444444444444,0.11353624349219063,0,1,0,1,0,0,0,1,0,0,1
0.004858531008859662,0.16077384923282184,0.55,0.6999999999999998,0.652126935851775,0.22399999999999998,0.7122698158526821,0.2366666666666667,0.324,0.7459999999999999,0.6495611251046143,0.8444444444444443,0.6593129847889595,0,1,0,0,0,0,0,0,0,0,1
0.9905687339239782,0.4129419613075384,0.3699999999999999,0.7833333333333331,0.34082996518468134,0.9299999999999999,0.8585868694955965,0.42833333333333334,0.752,0.7540000000000001,0.10269187384014525,0.8999999999999999,0.5077605321507761,1,0,0,0,0,0,1,1,0,0,1
0.4635610174335524,0.3535690460306871,0.585,0.08333333333333337,0.9747088719036376,0.986,0.6982586068855083,0.5366666666666667,0.308,0.8140000000000002,0.6846832459357072,0.16666666666666669,0.9124548736462095,0,1,0,0,1,0,0,0,1,0,0
0.8225207202057729,0.9506337558372249,0.7250000000000001,0.6166666666666666,0.41830405378366486,0.9319999999999999,0.866293034427542,0.04500000000000004,0.027999999999999997,0.376,0.8105883875036892,0.9888888888888889,0.14807711718986577,0,1,1,0,0,0,0,0,0,0,0
0.799371248928265,0.628418945963976,0.08000000000000007,0.8666666666666666,0.9211653127376045,0.062000000000000055,0.2766212970376301,0.8066666666666668,0.748,0.18400000000000005,0.20898814168523108,0.36666666666666664,0.48498197837404894,0,1,0,1,0,0,0,1,0,0,0
0.6113175192912259,0.01801200800533692,0.8700000000000001,0.9333333333333332,0.5652487094321503,0.696,0.9227381905524419,0.7066666666666669,0.15200000000000002,0.576,0.6066156701180979,0.4222222222222222,0.736720785728603,1,0,0,0,0,1,0,0,0,0,1
0.33495284366961986,0.8032021347565044,0.0050000000000000044,0.33333333333333337,0.39821521469446564,0.5380000000000003,0.9201361088871096,0.34666666666666657,0.3479999999999999,0.7380000000000001,0.4520168838467355,0.2222222222222222,0.45444466841362635,0,1,0,0,0,0,1,1,0,1,0
0.4144041154615604,0.08539026017344892,0.9950000000000001,0.4999999999999999,0.5955420384969388,0.06800000000000006,0.7501000800640512,0.21000000000000008,0.9000000000000001,0.20599999999999996,0.19031321638088922,0.033333333333333326,0.47429953638379363,0,1,0,0,0,0,1,0,1,1,0
0.01800514432695055,0.9146097398265509,0.12,0.5833333333333334,0.27404057785425584,0.554,0.6514211369095276,0.83,0.20799999999999996,0.010000000000000009,0.1364757395779847,0.8999999999999999,0.8783688301201171,0,1,1,0,0,0,0,0,1,0,1
0.24521291797656472,0.38959306204136096,0.29000000000000004,0.35,0.7192364640441795,0.29800000000000004,0.5663530824659727,0.4766666666666667,0.6640000000000001,0.936,0.7325551777534295,0.21111111111111108,0.030284797432811875,0,1,0,0,1,0,0,1,0,0,0
0.8445270077164904,0.3195463642428286,0.8300000000000001,0.033333333333333326,0.5964224258673816,0.22999999999999998,0.12019615692554043,0.07666666666666677,0.696,0.3400000000000001,0.7247459943316203,0.06666666666666668,0.3146923231108439,0,1,0,0,0,1,0,1,0,0,1
0.2669334095455844,0.8792528352234823,0.7949999999999999,0.6666666666666666,0.8508543759254072,0.8680000000000001,0.708466773418735,0.8366666666666668,0.696,0.68,0.6185204801546069,0.7555555555555555,0.15833501310219714,0,1,0,0,0,0,1,0,0,0,1
0.6167476421834809,0.981987991994663,0.6300000000000001,0.2666666666666666,0.6341590299731883,0.54,0.7799239391513211,0.10666666666666669,0.76,0.5420000000000001,0.9631272312674611,0.3444444444444444,0.6333734456478138,1,0,0,0,1,0,0,0,1,0,0
0.4321234638468133,0.9439626417611742,0.41999999999999993,0.6333333333333332,0.3976549681860019,0.274,0.9842874299439551,0.41000000000000003,0.8959999999999999,0.2300000000000001,0.21274617222655726,0.033333333333333326,0.6553114291473493,0,1,0,0,0,0,1,0,0,0,1
0.3683909688482423,0.8652434956637758,0.4750000000000001,0.9666666666666667,0.18548161190924006,0.8680000000000001,0.7767213771016813,0.7716666666666666,0.8440000000000001,0.7619999999999999,0.626133574839187,0.13333333333333336,0.031243700866760735,0,1,0,0,0,0,1,0,1,0,1
0.4804229779937125,0.10473649099399601,0.2400000000000001,0.9833333333333333,0.1424226659730281,0.4980000000000002,0.6181945556445155,0.7016666666666665,0.56,0.010000000000000009,0.32617643134670515,0.5222222222222221,0.08499041082063188,1,0,1,0,0,0,0,1,0,1,0
0.18176621891969133,0.7905270180120081,0.6600000000000001,0.4999999999999999,0.5554844131417824,0.72,0.22818254603682947,0.9966666666666667,0.976,0.65,0.19917561869028896,0.6777777777777776,0.0721866239487385,0,1,0,1,0,0,0,0,1,1,0
0.4384109745641611,0.7258172114743162,0.4850000000000001,0.8666666666666666,0.9009964384329106,0.42199999999999993,0.27652121697357884,0.5916666666666667,0.9120000000000001,0.21000000000000008,0.6228768845744874,0.6333333333333333,0.7353681877707263,1,0,0,0,0,0,0,0,0,0,0
0.668190911689054,0.6197464976651101,0.4650000000000001,0.3833333333333332,0.8635799751890834,0.52,0.47908326661329065,0.025000000000000022,0.34,0.38,0.39858573525190333,0.5777777777777777,0.5344011282361237,1,0,0,0,0,0,0,0,1,0,1
0.5327236353243783,0.3248832555036691,0.33499999999999996,0.6666666666666666,0.9944375525231104,0.6619999999999999,0.557746196957566,0.7299999999999999,0.464,0.06000000000000005,0.5621682158350751,0.9555555555555555,0.1734663040193412,1,0,0,0,0,0,0,1,0,1,0
0.3029436981994855,0.2635090060040027,0.3600000000000001,0.08333333333333337,0.9372523910520629,0.554,0.305244195356285,0.3966666666666666,0.448,0.6,0.515519311708317,0.9222222222222223,0.4967929444778513,0,1,0,0,0,1,0,0,1,0,1
0.40268648185195766,0.17344896597731824,0.6950000000000001,0.35,0.97590940013606,0.6400000000000001,0.822658126501201,0.13333333333333341,0.8640000000000001,0.922,0.48688429147276796,0.6111111111111112,0.765944645006017,1,0,0,0,1,0,0,1,0,0,1
0.17462132037725062,0.5030020013342229,0.40000000000000013,0.15000000000000002,0.3675617271599505,0.06800000000000006,0.025320256204963972,0.135,0.9640000000000002,0.5500000000000002,0.9659593995237267,0.4333333333333334,0.31167268351383876,0,1,0,0,1,0,0,0,0,1,0
0.37582166333238065,0.39492995330220143,0.45999999999999996,0.7833333333333331,0.8923526351594702,0.956,0.7870296236989591,0.31499999999999995,0.688,0.43800000000000006,0.25433922138620585,0.8444444444444443,0.037181799959911804,1,0,0,0,0,1,0,0,1,0,1
